Invoice_ID,Branch,City,Customer_type,Gender,Product_line,Unit_price,Quantity,Tax_five_per,Total,Date,Time,Payment,cogs,gross_margin_percentage,gross_income,Rating
433-75-6987,B,Mandalay,Member,Female,Health and beauty,55.97,7.00,19.5895,411.3795,03-05-19,19:06,Ewallet,391.79,4.7619,19.5895,8.9
873-95-4984,B,Mandalay,Member,Female,Health and beauty,76.90,7.00,26.9150,565.2150,2/15/2019,20:21,Cash,538.30,4.7619,26.9150,7.7
416-13-5917,C,Naypyitaw,Normal,Female,Food and beverages,97.03,5.00,24.2575,509.4075,1/30/2019,16:24,Ewallet,485.15,4.7619,24.2575,9.3
150-89-8043,A,Yangon,Normal,Male,Sports and travel,44.65,3.00,6.6975,140.6475,2/14/2019,15:04,Cash,133.95,4.7619,6.6975,6.2
135-84-8019,A,Yangon,Normal,Female,Fashion accessories,77.93,9.00,35.0685,736.4385,2/27/2019,16:10,Ewallet,701.37,4.7619,35.0685,7.6
441-94-7118,A,Yangon,Member,Male,Electronic accessories,71.95,1.00,3.5975,75.5475,02-04-19,12:14,Cash,71.95,4.7619,3.5975,7.3
725-96-3778,C,Naypyitaw,Member,Female,Home and lifestyle,89.25,8.00,35.7000,749.7000,1/20/2019,10:13,Cash,714.00,4.7619,35.7000,4.7
531-80-1784,A,Yangon,Normal,Male,Electronic accessories,26.02,7.00,9.1070,191.2470,3/28/2019,17:38,Cash,182.14,4.7619,9.1070,5.1
400-45-1220,B,Mandalay,Normal,Female,Health and beauty,13.50,10.00,6.7500,141.7500,2/27/2019,11:06,Credit card,135.00,4.7619,6.7500,4.8
860-79-0874,C,Naypyitaw,Member,Female,Fashion accessories,99.30,10.00,49.6500,1042.6500,2/15/2019,14:53,Credit card,993.00,4.7619,49.6500,6.6
834-61-8124,A,Yangon,Normal,Male,Electronic accessories,51.69,7.00,18.0915,379.9215,1/26/2019,18:22,Cash,361.83,4.7619,18.0915,5.5
115-99-4379,B,Mandalay,Member,Female,Fashion accessories,54.73,7.00,19.1555,402.2655,3/14/2019,19:02,Credit card,383.11,4.7619,19.1555,8.5
565-67-6697,B,Mandalay,Member,Male,Home and lifestyle,27.00,9.00,12.1500,255.1500,03-02-19,14:16,Cash,243.00,4.7619,12.1500,4.8
320-49-6392,C,Naypyitaw,Normal,Female,Electronic accessories,30.24,1.00,1.5120,31.7520,03-04-19,15:44,Cash,30.24,4.7619,1.5120,8.4
889-04-9723,B,Mandalay,Member,Female,Food and beverages,89.14,4.00,17.8280,374.3880,01-07-19,12:20,Credit card,356.56,4.7619,17.8280,7.8
632-90-0281,C,Naypyitaw,Normal,Female,Fashion accessories,37.55,10.00,18.7750,394.2750,03-08-19,20:01,Credit card,375.50,4.7619,18.7750,9.3
554-42-2417,C,Naypyitaw,Normal,Female,Sports and travel,95.44,10.00,47.7200,1002.1200,01-09-19,13:45,Cash,954.40,4.7619,47.7200,5.2
453-63-6187,B,Mandalay,Normal,Male,Electronic accessories,27.50,3.00,4.1250,86.6250,03-01-19,15:40,Ewallet,82.50,4.7619,4.1250,6.5
578-80-7669,B,Mandalay,Normal,Male,Sports and travel,74.97,1.00,3.7485,78.7185,3/16/2019,16:58,Cash,74.97,4.7619,3.7485,5.6
612-36-5536,A,Yangon,Member,Male,Food and beverages,80.96,8.00,32.3840,680.0640,2/17/2019,11:12,Credit card,647.68,4.7619,32.3840,7.4
605-72-4132,C,Naypyitaw,Normal,Female,Food and beverages,94.47,8.00,37.7880,793.5480,2/27/2019,15:12,Cash,755.76,4.7619,37.7880,9.1
471-41-2823,C,Naypyitaw,Normal,Male,Food and beverages,99.79,2.00,9.9790,209.5590,03-07-19,20:37,Ewallet,199.58,4.7619,9.9790,8.0
462-67-9126,A,Yangon,Normal,Male,Home and lifestyle,73.22,6.00,21.9660,461.2860,1/21/2019,17:44,Cash,439.32,4.7619,21.9660,7.2
272-27-9238,C,Naypyitaw,Normal,Female,Food and beverages,41.24,4.00,8.2480,173.2080,2/19/2019,16:23,Cash,164.96,4.7619,8.2480,7.1
834-25-9262,C,Naypyitaw,Normal,Female,Fashion accessories,81.68,4.00,16.3360,343.0560,01-06-19,12:12,Cash,326.72,4.7619,16.3360,9.1
122-61-9553,C,Naypyitaw,Normal,Female,Electronic accessories,51.32,9.00,23.0940,484.9740,3/14/2019,19:33,Cash,461.88,4.7619,23.0940,5.6
468-88-0009,A,Yangon,Member,Male,Home and lifestyle,65.94,4.00,13.1880,276.9480,3/24/2019,10:29,Cash,263.76,4.7619,13.1880,6.0
613-59-9758,C,Naypyitaw,Normal,Female,Sports and travel,14.36,10.00,7.1800,150.7800,1/27/2019,14:28,Cash,143.60,4.7619,7.1800,5.4
254-31-0042,A,Yangon,Member,Male,Electronic accessories,21.50,9.00,9.6750,203.1750,03-06-19,12:46,Credit card,193.50,4.7619,9.6750,7.8
201-86-2184,B,Mandalay,Member,Female,Electronic accessories,26.26,7.00,9.1910,193.0110,02-02-19,19:40,Cash,183.82,4.7619,9.1910,9.9
261-12-8671,B,Mandalay,Normal,Female,Fashion accessories,60.96,2.00,6.0960,128.0160,1/25/2019,19:39,Credit card,121.92,4.7619,6.0960,4.9
730-70-9830,C,Naypyitaw,Normal,Female,Home and lifestyle,70.11,6.00,21.0330,441.6930,3/14/2019,17:54,Ewallet,420.66,4.7619,21.0330,5.2
382-25-8917,C,Naypyitaw,Normal,Male,Fashion accessories,42.08,6.00,12.6240,265.1040,1/29/2019,12:25,Cash,252.48,4.7619,12.6240,8.9
422-29-8786,A,Yangon,Normal,Female,Home and lifestyle,67.09,5.00,16.7725,352.2225,01-03-19,16:47,Credit card,335.45,4.7619,16.7725,9.1
667-23-5919,A,Yangon,Member,Female,Fashion accessories,96.70,5.00,24.1750,507.6750,1/14/2019,12:52,Ewallet,483.50,4.7619,24.1750,7.0
843-01-4703,B,Mandalay,Member,Female,Home and lifestyle,35.38,9.00,15.9210,334.3410,01-05-19,19:50,Credit card,318.42,4.7619,15.9210,9.6
743-88-1662,C,Naypyitaw,Normal,Male,Sports and travel,95.49,7.00,33.4215,701.8515,2/22/2019,18:17,Ewallet,668.43,4.7619,33.4215,8.7
595-86-2894,C,Naypyitaw,Member,Male,Fashion accessories,96.98,4.00,19.3960,407.3160,02-06-19,17:20,Ewallet,387.92,4.7619,19.3960,9.4
182-69-8360,B,Mandalay,Normal,Female,Electronic accessories,23.65,4.00,4.7300,99.3300,1/30/2019,13:32,Credit card,94.60,4.7619,4.7300,4.0
289-15-7034,A,Yangon,Member,Male,Sports and travel,82.33,4.00,16.4660,345.7860,01-11-19,10:37,Credit card,329.32,4.7619,16.4660,7.5
462-78-5240,C,Naypyitaw,Normal,Female,Electronic accessories,26.61,2.00,2.6610,55.8810,3/19/2019,14:35,Cash,53.22,4.7619,2.6610,4.2
868-52-7573,B,Mandalay,Normal,Female,Food and beverages,99.69,5.00,24.9225,523.3725,1/14/2019,12:09,Cash,498.45,4.7619,24.9225,9.9
153-58-4872,C,Naypyitaw,Member,Female,Food and beverages,74.89,4.00,14.9780,314.5380,03-01-19,15:32,Ewallet,299.56,4.7619,14.9780,4.2
662-72-2873,A,Yangon,Normal,Female,Food and beverages,40.94,5.00,10.2350,214.9350,01-06-19,13:58,Ewallet,204.70,4.7619,10.2350,9.9
525-88-7307,B,Mandalay,Member,Male,Sports and travel,75.82,1.00,3.7910,79.6110,1/31/2019,13:19,Cash,75.82,4.7619,3.7910,5.8
689-16-9784,C,Naypyitaw,Normal,Male,Food and beverages,46.77,6.00,14.0310,294.6510,03-11-19,13:37,Cash,280.62,4.7619,14.0310,6.0
725-56-0833,A,Yangon,Normal,Female,Health and beauty,32.32,10.00,16.1600,339.3600,2/20/2019,16:49,Credit card,323.20,4.7619,16.1600,10.0
394-41-0748,C,Naypyitaw,Member,Female,Fashion accessories,54.07,9.00,24.3315,510.9615,1/27/2019,14:55,Ewallet,486.63,4.7619,24.3315,9.5
596-42-3999,B,Mandalay,Normal,Male,Food and beverages,18.22,7.00,6.3770,133.9170,03-10-19,14:04,Credit card,127.54,4.7619,6.3770,6.6
541-89-9860,C,Naypyitaw,Member,Female,Fashion accessories,80.48,3.00,12.0720,253.5120,2/15/2019,12:31,Cash,241.44,4.7619,12.0720,8.1
173-82-9529,B,Mandalay,Normal,Female,Fashion accessories,37.95,10.00,18.9750,398.4750,1/26/2019,14:51,Cash,379.50,4.7619,18.9750,9.7
563-36-9814,A,Yangon,Member,Male,Electronic accessories,76.82,1.00,3.8410,80.6610,2/13/2019,18:27,Ewallet,76.82,4.7619,3.8410,7.2
308-47-4913,A,Yangon,Member,Female,Sports and travel,52.26,10.00,26.1300,548.7300,03-09-19,12:45,Credit card,522.60,4.7619,26.1300,6.2
885-17-6250,A,Yangon,Normal,Female,Health and beauty,79.74,1.00,3.9870,83.7270,03-06-19,10:36,Ewallet,79.74,4.7619,3.9870,7.3
726-27-2396,A,Yangon,Normal,Female,Health and beauty,77.50,5.00,19.3750,406.8750,1/24/2019,20:36,Ewallet,387.50,4.7619,19.3750,4.3
316-01-3952,A,Yangon,Normal,Female,Food and beverages,54.27,5.00,13.5675,284.9175,3/13/2019,14:16,Ewallet,271.35,4.7619,13.5675,4.6
760-54-1821,B,Mandalay,Normal,Male,Home and lifestyle,13.59,9.00,6.1155,128.4255,3/15/2019,10:26,Cash,122.31,4.7619,6.1155,5.8
793-10-3222,B,Mandalay,Member,Female,Health and beauty,41.06,6.00,12.3180,258.6780,03-05-19,13:30,Credit card,246.36,4.7619,12.3180,8.3
346-12-3257,B,Mandalay,Member,Male,Electronic accessories,19.24,9.00,8.6580,181.8180,03-04-19,16:28,Cash,173.16,4.7619,8.6580,8.0
110-05-6330,C,Naypyitaw,Normal,Female,Food and beverages,39.43,6.00,11.8290,248.4090,3/25/2019,20:18,Credit card,236.58,4.7619,11.8290,9.4
651-61-0874,C,Naypyitaw,Normal,Male,Home and lifestyle,46.22,4.00,9.2440,194.1240,03-12-19,20:04,Credit card,184.88,4.7619,9.2440,6.2
236-86-3015,C,Naypyitaw,Member,Male,Home and lifestyle,13.98,1.00,0.6990,14.6790,02-04-19,13:38,Ewallet,13.98,4.7619,0.6990,9.8
831-64-0259,B,Mandalay,Normal,Female,Fashion accessories,39.75,5.00,9.9375,208.6875,2/22/2019,10:43,Ewallet,198.75,4.7619,9.9375,9.6
587-03-7455,C,Naypyitaw,Member,Female,Fashion accessories,97.79,7.00,34.2265,718.7565,2/16/2019,17:30,Ewallet,684.53,4.7619,34.2265,4.9
882-40-4577,A,Yangon,Member,Male,Sports and travel,67.26,4.00,13.4520,282.4920,1/19/2019,15:28,Credit card,269.04,4.7619,13.4520,8.0
732-67-5346,A,Yangon,Normal,Male,Food and beverages,13.79,5.00,3.4475,72.3975,01-11-19,19:07,Credit card,68.95,4.7619,3.4475,7.8
725-32-9708,B,Mandalay,Member,Female,Fashion accessories,68.71,4.00,13.7420,288.5820,01-04-19,19:01,Cash,274.84,4.7619,13.7420,4.1
256-08-8343,A,Yangon,Normal,Female,Home and lifestyle,56.53,4.00,11.3060,237.4260,03-04-19,19:48,Ewallet,226.12,4.7619,11.3060,5.5
372-26-1506,C,Naypyitaw,Normal,Female,Fashion accessories,23.82,5.00,5.9550,125.0550,1/28/2019,19:24,Ewallet,119.10,4.7619,5.9550,5.4
244-08-0162,B,Mandalay,Normal,Female,Health and beauty,34.21,10.00,17.1050,359.2050,01-02-19,13:00,Cash,342.10,4.7619,17.1050,5.1
569-71-4390,B,Mandalay,Normal,Male,Sports and travel,21.87,2.00,2.1870,45.9270,1/25/2019,14:29,Ewallet,43.74,4.7619,2.1870,6.9
132-23-6451,A,Yangon,Member,Male,Health and beauty,20.97,5.00,5.2425,110.0925,01-04-19,13:21,Cash,104.85,4.7619,5.2425,7.8
696-90-2548,A,Yangon,Normal,Male,Sports and travel,25.84,3.00,3.8760,81.3960,03-10-19,18:55,Ewallet,77.52,4.7619,3.8760,6.6
472-15-9636,A,Yangon,Normal,Male,Home and lifestyle,50.93,8.00,20.3720,427.8120,3/22/2019,19:36,Ewallet,407.44,4.7619,20.3720,9.2
268-03-6164,B,Mandalay,Normal,Male,Health and beauty,96.11,1.00,4.8055,100.9155,1/25/2019,16:28,Ewallet,96.11,4.7619,4.8055,7.8
750-57-9686,C,Naypyitaw,Normal,Female,Home and lifestyle,45.38,4.00,9.0760,190.5960,01-08-19,13:48,Credit card,181.52,4.7619,9.0760,8.7
186-09-3669,C,Naypyitaw,Member,Female,Health and beauty,81.51,1.00,4.0755,85.5855,1/22/2019,10:57,Ewallet,81.51,4.7619,4.0755,9.2
848-07-1692,B,Mandalay,Normal,Female,Health and beauty,57.22,2.00,5.7220,120.1620,01-12-19,17:13,Ewallet,114.44,4.7619,5.7220,8.3
745-71-3520,A,Yangon,Member,Female,Electronic accessories,25.22,7.00,8.8270,185.3670,02-04-19,10:23,Cash,176.54,4.7619,8.8270,8.2
266-76-6436,C,Naypyitaw,Member,Female,Food and beverages,38.60,3.00,5.7900,121.5900,3/28/2019,13:57,Ewallet,115.80,4.7619,5.7900,7.5
740-22-2500,C,Naypyitaw,Normal,Female,Electronic accessories,84.05,3.00,12.6075,264.7575,1/23/2019,13:29,Cash,252.15,4.7619,12.6075,9.8
271-88-8734,C,Naypyitaw,Member,Female,Fashion accessories,97.21,10.00,48.6050,1020.7050,02-08-19,13:00,Credit card,972.10,4.7619,48.6050,8.7
301-81-8610,B,Mandalay,Member,Male,Fashion accessories,25.42,8.00,10.1680,213.5280,3/19/2019,19:42,Credit card,203.36,4.7619,10.1680,6.7
489-64-4354,C,Naypyitaw,Normal,Male,Fashion accessories,16.28,1.00,0.8140,17.0940,03-09-19,15:36,Cash,16.28,4.7619,0.8140,5.0
198-84-7132,B,Mandalay,Member,Male,Fashion accessories,40.61,9.00,18.2745,383.7645,01-02-19,13:40,Cash,365.49,4.7619,18.2745,7.0
269-10-8440,A,Yangon,Member,Male,Health and beauty,53.17,7.00,18.6095,390.7995,1/21/2019,18:01,Cash,372.19,4.7619,18.6095,8.9
650-98-6268,B,Mandalay,Member,Female,Food and beverages,20.87,3.00,3.1305,65.7405,3/20/2019,13:53,Credit card,62.61,4.7619,3.1305,8.0
741-73-3559,B,Mandalay,Normal,Male,Sports and travel,67.27,5.00,16.8175,353.1675,2/27/2019,17:27,Cash,336.35,4.7619,16.8175,6.9
325-77-6186,A,Yangon,Member,Female,Home and lifestyle,90.65,10.00,45.3250,951.8250,03-08-19,10:53,Ewallet,906.50,4.7619,45.3250,7.3
286-75-7818,B,Mandalay,Normal,Male,Fashion accessories,69.08,2.00,6.9080,145.0680,1/31/2019,19:48,Credit card,138.16,4.7619,6.9080,6.9
574-57-9721,C,Naypyitaw,Normal,Male,Food and beverages,43.27,2.00,4.3270,90.8670,03-08-19,16:53,Ewallet,86.54,4.7619,4.3270,5.7
459-50-7686,A,Yangon,Normal,Female,Electronic accessories,23.46,6.00,7.0380,147.7980,1/13/2019,19:14,Ewallet,140.76,4.7619,7.0380,6.4
616-87-0016,B,Mandalay,Normal,Male,Fashion accessories,95.54,7.00,33.4390,702.2190,03-09-19,14:36,Credit card,668.78,4.7619,33.4390,9.6
837-55-7229,B,Mandalay,Normal,Female,Fashion accessories,47.44,1.00,2.3720,49.8120,2/22/2019,18:19,Credit card,47.44,4.7619,2.3720,6.8
751-69-0068,C,Naypyitaw,Normal,Male,Sports and travel,99.24,9.00,44.6580,937.8180,3/19/2019,19:09,Ewallet,893.16,4.7619,44.6580,9.0
257-73-1380,C,Naypyitaw,Member,Male,Sports and travel,82.93,4.00,16.5860,348.3060,1/20/2019,16:51,Ewallet,331.72,4.7619,16.5860,9.6
345-08-4992,A,Yangon,Normal,Male,Home and lifestyle,33.99,6.00,10.1970,214.1370,03-08-19,15:37,Credit card,203.94,4.7619,10.1970,7.7
549-96-4200,C,Naypyitaw,Member,Male,Food and beverages,17.04,4.00,3.4080,71.5680,03-08-19,20:15,Ewallet,68.16,4.7619,3.4080,7.0
810-60-6344,C,Naypyitaw,Normal,Female,Electronic accessories,40.86,8.00,16.3440,343.2240,02-07-19,14:38,Credit card,326.88,4.7619,16.3440,6.5
450-28-2866,C,Naypyitaw,Member,Male,Food and beverages,17.44,5.00,4.3600,91.5600,1/15/2019,19:25,Cash,87.20,4.7619,4.3600,8.1
394-30-3170,B,Mandalay,Member,Female,Sports and travel,88.43,8.00,35.3720,742.8120,3/22/2019,19:35,Credit card,707.44,4.7619,35.3720,4.3
138-17-5109,A,Yangon,Member,Female,Home and lifestyle,89.21,9.00,40.1445,843.0345,1/15/2019,15:42,Credit card,802.89,4.7619,40.1445,6.5
192-98-7397,C,Naypyitaw,Normal,Male,Fashion accessories,12.78,1.00,0.6390,13.4190,01-08-19,14:11,Ewallet,12.78,4.7619,0.6390,9.5
301-11-9629,A,Yangon,Normal,Female,Sports and travel,19.10,7.00,6.6850,140.3850,1/15/2019,10:43,Cash,133.70,4.7619,6.6850,9.7
390-80-5128,B,Mandalay,Member,Female,Health and beauty,19.15,1.00,0.9575,20.1075,1/28/2019,17:58,Credit card,19.15,4.7619,0.9575,9.5
235-46-8343,C,Naypyitaw,Member,Male,Food and beverages,27.66,10.00,13.8300,290.4300,2/14/2019,11:26,Credit card,276.60,4.7619,13.8300,8.9
453-12-7053,C,Naypyitaw,Normal,Male,Fashion accessories,45.74,3.00,6.8610,144.0810,03-10-19,17:38,Credit card,137.22,4.7619,6.8610,6.5
296-11-7041,B,Mandalay,Member,Female,Health and beauty,27.07,1.00,1.3535,28.4235,01-12-19,20:07,Credit card,27.07,4.7619,1.3535,5.3
449-27-2918,B,Mandalay,Member,Female,Sports and travel,39.12,1.00,1.9560,41.0760,3/26/2019,11:02,Credit card,39.12,4.7619,1.9560,9.6
891-01-7034,B,Mandalay,Normal,Female,Electronic accessories,74.71,6.00,22.4130,470.6730,01-01-19,19:07,Cash,448.26,4.7619,22.4130,6.7
744-09-5786,B,Mandalay,Normal,Male,Electronic accessories,22.01,6.00,6.6030,138.6630,01-02-19,18:50,Cash,132.06,4.7619,6.6030,7.6
727-17-0390,A,Yangon,Normal,Female,Food and beverages,63.61,5.00,15.9025,333.9525,3/16/2019,12:43,Ewallet,318.05,4.7619,15.9025,4.8
568-88-3448,A,Yangon,Normal,Male,Health and beauty,25.00,1.00,1.2500,26.2500,03-03-19,15:09,Ewallet,25.00,4.7619,1.2500,5.5
187-83-5490,A,Yangon,Member,Male,Electronic accessories,20.77,4.00,4.1540,87.2340,1/31/2019,13:47,Cash,83.08,4.7619,4.1540,4.7
767-54-1907,B,Mandalay,Member,Female,Fashion accessories,29.56,5.00,7.3900,155.1900,2/13/2019,16:59,Cash,147.80,4.7619,7.3900,6.9
710-46-4433,B,Mandalay,Member,Female,Food and beverages,77.40,9.00,34.8300,731.4300,2/15/2019,14:15,Credit card,696.60,4.7619,34.8300,4.5
533-33-5337,B,Mandalay,Normal,Male,Electronic accessories,79.39,10.00,39.6950,833.5950,02-07-19,20:24,Cash,793.90,4.7619,39.6950,6.2
325-90-8763,C,Naypyitaw,Member,Female,Electronic accessories,46.57,10.00,23.2850,488.9850,1/27/2019,13:58,Cash,465.70,4.7619,23.2850,7.6
729-46-7422,C,Naypyitaw,Normal,Male,Food and beverages,35.89,1.00,1.7945,37.6845,2/23/2019,16:52,Credit card,35.89,4.7619,1.7945,7.9
639-76-1242,C,Naypyitaw,Normal,Male,Food and beverages,40.52,5.00,10.1300,212.7300,02-03-19,15:19,Cash,202.60,4.7619,10.1300,4.5
234-03-4040,B,Mandalay,Member,Female,Food and beverages,73.05,10.00,36.5250,767.0250,03-03-19,12:25,Credit card,730.50,4.7619,36.5250,8.7
326-71-2155,C,Naypyitaw,Normal,Female,Sports and travel,73.95,4.00,14.7900,310.5900,02-03-19,10:02,Cash,295.80,4.7619,14.7900,6.1
320-32-8842,C,Naypyitaw,Member,Female,Food and beverages,22.62,1.00,1.1310,23.7510,3/17/2019,18:58,Cash,22.62,4.7619,1.1310,6.4
470-32-9057,A,Yangon,Member,Male,Food and beverages,51.34,5.00,12.8350,269.5350,3/28/2019,15:31,Credit card,256.70,4.7619,12.8350,9.1
878-30-2331,C,Naypyitaw,Member,Female,Sports and travel,54.55,10.00,27.2750,572.7750,03-02-19,11:22,Credit card,545.50,4.7619,27.2750,7.1
440-59-5691,C,Naypyitaw,Member,Female,Health and beauty,37.15,7.00,13.0025,273.0525,02-08-19,13:12,Credit card,260.05,4.7619,13.0025,7.7
554-53-3790,B,Mandalay,Normal,Male,Sports and travel,37.02,6.00,11.1060,233.2260,3/22/2019,18:33,Cash,222.12,4.7619,11.1060,4.5
746-19-0921,C,Naypyitaw,Normal,Male,Food and beverages,21.58,1.00,1.0790,22.6590,02-09-19,10:02,Ewallet,21.58,4.7619,1.0790,7.2
233-34-0817,C,Naypyitaw,Member,Female,Electronic accessories,98.84,1.00,4.9420,103.7820,2/15/2019,11:21,Cash,98.84,4.7619,4.9420,8.4
767-05-1286,C,Naypyitaw,Member,Female,Home and lifestyle,83.77,6.00,25.1310,527.7510,1/23/2019,12:10,Ewallet,502.62,4.7619,25.1310,5.4
340-21-9136,A,Yangon,Member,Female,Sports and travel,40.05,4.00,8.0100,168.2100,1/25/2019,11:40,Cash,160.20,4.7619,8.0100,9.7
405-31-3305,A,Yangon,Member,Male,Fashion accessories,43.13,10.00,21.5650,452.8650,02-02-19,18:31,Credit card,431.30,4.7619,21.5650,5.5
731-59-7531,B,Mandalay,Member,Male,Health and beauty,72.57,8.00,29.0280,609.5880,3/30/2019,17:58,Cash,580.56,4.7619,29.0280,4.6
676-39-6028,A,Yangon,Member,Female,Electronic accessories,64.44,5.00,16.1100,338.3100,3/30/2019,17:04,Cash,322.20,4.7619,16.1100,6.6
502-05-1910,A,Yangon,Normal,Male,Health and beauty,65.18,3.00,9.7770,205.3170,2/25/2019,20:35,Credit card,195.54,4.7619,9.7770,6.3
485-30-8700,A,Yangon,Normal,Female,Sports and travel,33.26,5.00,8.3150,174.6150,3/18/2019,16:10,Credit card,166.30,4.7619,8.3150,4.2
598-47-9715,C,Naypyitaw,Normal,Male,Electronic accessories,84.07,4.00,16.8140,353.0940,03-07-19,16:54,Ewallet,336.28,4.7619,16.8140,4.4
701-69-8742,B,Mandalay,Normal,Male,Sports and travel,34.37,10.00,17.1850,360.8850,3/16/2019,10:11,Ewallet,343.70,4.7619,17.1850,6.7
575-67-1508,A,Yangon,Normal,Male,Electronic accessories,38.60,1.00,1.9300,40.5300,1/29/2019,11:26,Ewallet,38.60,4.7619,1.9300,6.7
541-08-3113,C,Naypyitaw,Normal,Male,Food and beverages,65.97,8.00,26.3880,554.1480,02-02-19,20:29,Cash,527.76,4.7619,26.3880,8.4
246-11-3901,C,Naypyitaw,Normal,Female,Electronic accessories,32.80,10.00,16.4000,344.4000,2/15/2019,12:12,Cash,328.00,4.7619,16.4000,6.2
674-15-9296,A,Yangon,Normal,Male,Sports and travel,37.14,5.00,9.2850,194.9850,01-08-19,13:05,Ewallet,185.70,4.7619,9.2850,5.0
305-18-3552,B,Mandalay,Member,Male,Home and lifestyle,60.38,10.00,30.1900,633.9900,02-12-19,16:19,Cash,603.80,4.7619,30.1900,6.0
493-65-6248,C,Naypyitaw,Member,Female,Sports and travel,36.98,10.00,18.4900,388.2900,01-01-19,19:48,Credit card,369.80,4.7619,18.4900,7.0
438-01-4015,B,Mandalay,Member,Female,Sports and travel,49.49,4.00,9.8980,207.8580,3/21/2019,15:25,Ewallet,197.96,4.7619,9.8980,6.6
709-58-4068,B,Mandalay,Normal,Female,Fashion accessories,41.09,10.00,20.5450,431.4450,2/28/2019,14:42,Cash,410.90,4.7619,20.5450,7.3
795-49-7276,A,Yangon,Normal,Male,Fashion accessories,37.15,4.00,7.4300,156.0300,3/23/2019,18:59,Ewallet,148.60,4.7619,7.4300,8.3
556-72-8512,C,Naypyitaw,Normal,Male,Home and lifestyle,22.96,1.00,1.1480,24.1080,1/30/2019,20:47,Cash,22.96,4.7619,1.1480,4.3
627-95-3243,B,Mandalay,Member,Female,Home and lifestyle,77.68,9.00,34.9560,734.0760,02-04-19,13:21,Ewallet,699.12,4.7619,34.9560,9.8
686-41-0932,B,Mandalay,Normal,Female,Fashion accessories,34.70,2.00,3.4700,72.8700,3/13/2019,19:48,Ewallet,69.40,4.7619,3.4700,8.2
510-09-5628,A,Yangon,Member,Female,Fashion accessories,19.66,10.00,9.8300,206.4300,3/15/2019,18:20,Credit card,196.60,4.7619,9.8300,7.2
608-04-3797,B,Mandalay,Member,Female,Health and beauty,25.32,8.00,10.1280,212.6880,03-05-19,20:24,Ewallet,202.56,4.7619,10.1280,8.7
148-82-2527,C,Naypyitaw,Member,Female,Home and lifestyle,12.12,10.00,6.0600,127.2600,03-05-19,13:44,Credit card,121.20,4.7619,6.0600,8.4
437-53-3084,B,Mandalay,Normal,Male,Fashion accessories,99.89,2.00,9.9890,209.7690,2/26/2019,11:48,Ewallet,199.78,4.7619,9.9890,7.1
632-32-4574,B,Mandalay,Normal,Male,Sports and travel,75.92,8.00,30.3680,637.7280,3/20/2019,14:14,Cash,607.36,4.7619,30.3680,5.5
556-97-7101,C,Naypyitaw,Normal,Female,Electronic accessories,63.22,2.00,6.3220,132.7620,01-01-19,15:51,Cash,126.44,4.7619,6.3220,8.5
862-59-8517,C,Naypyitaw,Normal,Female,Food and beverages,90.24,6.00,27.0720,568.5120,1/27/2019,11:17,Cash,541.44,4.7619,27.0720,6.2
401-18-8016,B,Mandalay,Member,Female,Sports and travel,98.13,1.00,4.9065,103.0365,1/21/2019,17:36,Cash,98.13,4.7619,4.9065,8.9
420-18-8989,A,Yangon,Member,Female,Sports and travel,51.52,8.00,20.6080,432.7680,02-02-19,15:47,Cash,412.16,4.7619,20.6080,9.6
277-63-2961,B,Mandalay,Member,Male,Sports and travel,73.97,1.00,3.6985,77.6685,02-03-19,15:53,Credit card,73.97,4.7619,3.6985,5.4
573-98-8548,C,Naypyitaw,Member,Female,Fashion accessories,31.90,1.00,1.5950,33.4950,01-05-19,12:40,Ewallet,31.90,4.7619,1.5950,9.1
620-02-2046,C,Naypyitaw,Normal,Male,Home and lifestyle,69.40,2.00,6.9400,145.7400,1/27/2019,19:48,Ewallet,138.80,4.7619,6.9400,9.0
282-35-2475,B,Mandalay,Normal,Female,Sports and travel,93.31,2.00,9.3310,195.9510,3/25/2019,17:53,Cash,186.62,4.7619,9.3310,6.3
511-54-3087,B,Mandalay,Normal,Male,Sports and travel,88.45,1.00,4.4225,92.8725,2/25/2019,16:36,Credit card,88.45,4.7619,4.4225,9.5
726-29-6793,A,Yangon,Member,Male,Electronic accessories,24.18,8.00,9.6720,203.1120,1/28/2019,20:54,Ewallet,193.44,4.7619,9.6720,9.8
387-49-4215,B,Mandalay,Member,Female,Sports and travel,48.50,3.00,7.2750,152.7750,01-08-19,12:50,Cash,145.50,4.7619,7.2750,6.7
862-17-9201,B,Mandalay,Normal,Female,Food and beverages,84.05,6.00,25.2150,529.5150,1/29/2019,10:48,Credit card,504.30,4.7619,25.2150,7.7
291-21-5991,B,Mandalay,Member,Male,Health and beauty,61.29,5.00,15.3225,321.7725,3/29/2019,14:28,Cash,306.45,4.7619,15.3225,7.0
602-80-9671,C,Naypyitaw,Member,Female,Home and lifestyle,15.95,6.00,4.7850,100.4850,02-09-19,17:15,Credit card,95.70,4.7619,4.7850,5.1
347-72-6115,B,Mandalay,Member,Female,Sports and travel,90.74,7.00,31.7590,666.9390,1/16/2019,18:03,Credit card,635.18,4.7619,31.7590,6.2
209-61-0206,A,Yangon,Normal,Female,Home and lifestyle,42.91,5.00,10.7275,225.2775,01-05-19,17:29,Ewallet,214.55,4.7619,10.7275,6.1
